image,sigma,median_size,threshold_method,threshold_value,open_size,close_size,dice
LIDC-IDRI-0003_R_2.nii.gz,0.0,5,fixed,-500,3,2,0.6171571982660279
LIDC-IDRI-0003_R_2.nii.gz,0.0,5,fixed,-500,3,3,0.6144934120854157
LIDC-IDRI-0003_R_2.nii.gz,0.0,5,fixed,-400,0,0,0.5613698958208598
LIDC-IDRI-0003_R_2.nii.gz,0.0,5,fixed,-400,0,2,0.5620368156825245
LIDC-IDRI-0003_R_2.nii.gz,0.0,5,fixed,-400,0,3,0.5630141886252533
LIDC-IDRI-0003_R_2.nii.gz,0.0,5,fixed,-400,2,0,0.5581339425273536
LIDC-IDRI-0003_R_2.nii.gz,0.0,5,fixed,-400,2,2,0.5588094095055209
LIDC-IDRI-0003_R_2.nii.gz,0.0,5,fixed,-400,2,3,0.5598659003831418
LIDC-IDRI-0003_R_2.nii.gz,0.0,5,fixed,-400,3,0,0.5478017293874071
LIDC-IDRI-0003_R_2.nii.gz,0.0,5,fixed,-400,3,2,0.5473120895159329
LIDC-IDRI-0003_R_2.nii.gz,0.0,5,fixed,-400,3,3,0.5473120895159329
LIDC-IDRI-0003_R_2.nii.gz,0.0,5,fixed,-300,0,0,0.4969100769327784
LIDC-IDRI-0003_R_2.nii.gz,0.0,5,fixed,-300,0,2,0.4969100769327784
LIDC-IDRI-0003_R_2.nii.gz,0.0,5,fixed,-300,0,3,0.4969100769327784
LIDC-IDRI-0003_R_2.nii.gz,0.0,5,fixed,-300,2,0,0.49500442645756926
LIDC-IDRI-0003_R_2.nii.gz,0.0,5,fixed,-300,2,2,0.49500442645756926
LIDC-IDRI-0003_R_2.nii.gz,0.0,5,fixed,-300,2,3,0.49500442645756926
LIDC-IDRI-0003_R_2.nii.gz,0.0,5,fixed,-300,3,0,0.482441578342485
LIDC-IDRI-0003_R_2.nii.gz,0.0,5,fixed,-300,3,2,0.4828290565555981
LIDC-IDRI-0003_R_2.nii.gz,0.0,5,fixed,-300,3,3,0.4828290565555981
LIDC-IDRI-0003_R_2.nii.gz,0.5,1,otsu,-496,0,0,0.6595245383124171
LIDC-IDRI-0003_R_2.nii.gz,0.5,1,otsu,-496,0,2,0.6594627348010503
LIDC-IDRI-0003_R_2.nii.gz,0.5,1,otsu,-496,0,3,0.659551339065125
LIDC-IDRI-0003_R_2.nii.gz,0.5,1,otsu,-496,2,0,0.6648345840820209
LIDC-IDRI-0003_R_2.nii.gz,0.5,1,otsu,-496,2,2,0.6644260056716731
LIDC-IDRI-0003_R_2.nii.gz,0.5,1,otsu,-496,2,3,0.6642502071251035
LIDC-IDRI-0003_R_2.nii.gz,0.5,1,otsu,-496,3,0,0.651473040578099
LIDC-IDRI-0003_R_2.nii.gz,0.5,1,otsu,-496,3,2,0.6498282928990805
LIDC-IDRI-0003_R_2.nii.gz,0.5,1,otsu,-496,3,3,0.6516878562034195
LIDC-IDRI-0003_R_2.nii.gz,0.5,1,fixed,-500,0,0,0.6630092451488367
LIDC-IDRI-0003_R_2.nii.gz,0.5,1,fixed,-500,0,2,0.6622409977871656
LIDC-IDRI-0003_R_2.nii.gz,0.5,1,fixed,-500,0,3,0.6618124569516874
LIDC-IDRI-0003_R_2.nii.gz,0.5,1,fixed,-500,2,0,0.6682105263157895
LIDC-IDRI-0003_R_2.nii.gz,0.5,1,fixed,-500,2,2,0.6676427525622255
LIDC-IDRI-0003_R_2.nii.gz,0.5,1,fixed,-500,2,3,0.6669416374510209
LIDC-IDRI-0003_R_2.nii.gz,0.5,1,fixed,-500,3,0,0.6552946389011963
LIDC-IDRI-0003_R_2.nii.gz,0.5,1,fixed,-500,3,2,0.6536423841059603
LIDC-IDRI-0003_R_2.nii.gz,0.5,1,fixed,-500,3,3,0.654946494867875
LIDC-IDRI-0003_R_2.nii.gz,0.5,1,fixed,-400,0,0,0.6054782416611443
LIDC-IDRI-0003_R_2.nii.gz,0.5,1,fixed,-400,0,2,0.6076502732240437
LIDC-IDRI-0003_R_2.nii.gz,0.5,1,fixed,-400,0,3,0.6144734008184364
LIDC-IDRI-0003_R_2.nii.gz,0.5,1,fixed,-400,2,0,0.6031349386642435
LIDC-IDRI-0003_R_2.nii.gz,0.5,1,fixed,-400,2,2,0.6042302906910982
LIDC-IDRI-0003_R_2.nii.gz,0.5,1,fixed,-400,2,3,0.6106323447118075
LIDC-IDRI-0003_R_2.nii.gz,0.5,1,fixed,-400,3,0,0.5805384978743505
LIDC-IDRI-0003_R_2.nii.gz,0.5,1,fixed,-400,3,2,0.582970203745142
LIDC-IDRI-0003_R_2.nii.gz,0.5,1,fixed,-400,3,3,0.5875043957332083
LIDC-IDRI-0003_R_2.nii.gz,0.5,1,fixed,-300,0,0,0.5438409655662052
LIDC-IDRI-0003_R_2.nii.gz,0.5,1,fixed,-300,0,2,0.5469483568075117
LIDC-IDRI-0003_R_2.nii.gz,0.5,1,fixed,-300,0,3,0.5562006502554575
LIDC-IDRI-0003_R_2.nii.gz,0.5,1,fixed,-300,2,0,0.5347931873479319
LIDC-IDRI-0003_R_2.nii.gz,0.5,1,fixed,-300,2,2,0.5363128491620112
LIDC-IDRI-0003_R_2.nii.gz,0.5,1,fixed,-300,2,3,0.541207793779499
LIDC-IDRI-0003_R_2.nii.gz,0.5,1,fixed,-300,3,0,0.5137294058911632
LIDC-IDRI-0003_R_2.nii.gz,0.5,1,fixed,-300,3,2,0.515211970074813
LIDC-IDRI-0003_R_2.nii.gz,0.5,1,fixed,-300,3,3,0.5168763233279362
LIDC-IDRI-0003_R_2.nii.gz,0.5,3,otsu,-497,0,0,0.6592095451155854
LIDC-IDRI-0003_R_2.nii.gz,0.5,3,otsu,-497,0,2,0.65809604759881
LIDC-IDRI-0003_R_2.nii.gz,0.5,3,otsu,-497,0,3,0.6573441278519608
LIDC-IDRI-0003_R_2.nii.gz,0.5,3,otsu,-497,2,0,0.6630774200495316
LIDC-IDRI-0003_R_2.nii.gz,0.5,3,otsu,-497,2,2,0.6619415807560137
LIDC-IDRI-0003_R_2.nii.gz,0.5,3,otsu,-497,2,3,0.6614926642568574
LIDC-IDRI-0003_R_2.nii.gz,0.5,3,otsu,-497,3,0,0.6500832870627429
LIDC-IDRI-0003_R_2.nii.gz,0.5,3,otsu,-497,3,2,0.6488701816570669
LIDC-IDRI-0003_R_2.nii.gz,0.5,3,otsu,-497,3,3,0.6483637162310565
LIDC-IDRI-0003_R_2.nii.gz,0.5,3,fixed,-500,0,0,0.6618490967056323
LIDC-IDRI-0003_R_2.nii.gz,0.5,3,fixed,-500,0,2,0.66094511549057
LIDC-IDRI-0003_R_2.nii.gz,0.5,3,fixed,-500,0,3,0.659958071278826
LIDC-IDRI-0003_R_2.nii.gz,0.5,3,fixed,-500,2,0,0.6658793214515782
LIDC-IDRI-0003_R_2.nii.gz,0.5,3,fixed,-500,2,2,0.6650963597430407
LIDC-IDRI-0003_R_2.nii.gz,0.5,3,fixed,-500,2,3,0.6643356643356644
LIDC-IDRI-0003_R_2.nii.gz,0.5,3,fixed,-500,3,0,0.6530793088170137
LIDC-IDRI-0003_R_2.nii.gz,0.5,3,fixed,-500,3,2,0.6520874751491054
LIDC-IDRI-0003_R_2.nii.gz,0.5,3,fixed,-500,3,3,0.6515549715286904
LIDC-IDRI-0003_R_2.nii.gz,0.5,3,fixed,-400,0,0,0.5940435280641466
LIDC-IDRI-0003_R_2.nii.gz,0.5,3,fixed,-400,0,2,0.5947181890934035
LIDC-IDRI-0003_R_2.nii.gz,0.5,3,fixed,-400,0,3,0.5969097932288117
LIDC-IDRI-0003_R_2.nii.gz,0.5,3,fixed,-400,2,0,0.5929091119066867
LIDC-IDRI-0003_R_2.nii.gz,0.5,3,fixed,-400,2,2,0.5935231070646537
LIDC-IDRI-0003_R_2.nii.gz,0.5,3,fixed,-400,2,3,0.5954863100011456
LIDC-IDRI-0003_R_2.nii.gz,0.5,3,fixed,-400,3,0,0.5809049988154465
LIDC-IDRI-0003_R_2.nii.gz,0.5,3,fixed,-400,3,2,0.581409117821196
LIDC-IDRI-0003_R_2.nii.gz,0.5,3,fixed,-400,3,3,0.5821230369583186
LIDC-IDRI-0003_R_2.nii.gz,0.5,3,fixed,-300,0,0,0.5264961449027047
LIDC-IDRI-0003_R_2.nii.gz,0.5,3,fixed,-300,0,2,0.5273327626268802
LIDC-IDRI-0003_R_2.nii.gz,0.5,3,fixed,-300,0,3,0.5293111871030777
LIDC-IDRI-0003_R_2.nii.gz,0.5,3,fixed,-300,2,0,0.523346063816681
LIDC-IDRI-0003_R_2.nii.gz,0.5,3,fixed,-300,2,2,0.5234634807242271
LIDC-IDRI-0003_R_2.nii.gz,0.5,3,fixed,-300,2,3,0.5245538461538461
LIDC-IDRI-0003_R_2.nii.gz,0.5,3,fixed,-300,3,0,0.5030860309862704
LIDC-IDRI-0003_R_2.nii.gz,0.5,3,fixed,-300,3,2,0.5030860309862704
LIDC-IDRI-0003_R_2.nii.gz,0.5,3,fixed,-300,3,3,0.5038398589953418
LIDC-IDRI-0003_R_2.nii.gz,0.5,5,otsu,-508,0,0,0.642841385395985
LIDC-IDRI-0003_R_2.nii.gz,0.5,5,otsu,-508,0,2,0.6427941824592331
LIDC-IDRI-0003_R_2.nii.gz,0.5,5,otsu,-508,0,3,0.6421514818880352
LIDC-IDRI-0003_R_2.nii.gz,0.5,5,otsu,-508,2,0,0.6410710334144722
LIDC-IDRI-0003_R_2.nii.gz,0.5,5,otsu,-508,2,2,0.6410256410256411
LIDC-IDRI-0003_R_2.nii.gz,0.5,5,otsu,-508,2,3,0.6396297112629491
LIDC-IDRI-0003_R_2.nii.gz,0.5,5,otsu,-508,3,0,0.6337209302325582
LIDC-IDRI-0003_R_2.nii.gz,0.5,5,otsu,-508,3,2,0.633754048922149
LIDC-IDRI-0003_R_2.nii.gz,0.5,5,otsu,-508,3,3,0.6322005571030641
LIDC-IDRI-0003_R_2.nii.gz,0.5,5,fixed,-500,0,0,0.6391843971631206
LIDC-IDRI-0003_R_2.nii.gz,0.5,5,fixed,-500,0,2,0.6388396811337467
LIDC-IDRI-0003_R_2.nii.gz,0.5,5,fixed,-500,0,3,0.6380489958066652
LIDC-IDRI-0003_R_2.nii.gz,0.5,5,fixed,-500,2,0,0.6375458486162054
LIDC-IDRI-0003_R_2.nii.gz,0.5,5,fixed,-500,2,2,0.6372015546918378
LIDC-IDRI-0003_R_2.nii.gz,0.5,5,fixed,-500,2,3,0.6355782011519716
LIDC-IDRI-0003_R_2.nii.gz,0.5,5,fixed,-500,3,0,0.6301246770751432
LIDC-IDRI-0003_R_2.nii.gz,0.5,5,fixed,-500,3,2,0.6300201929549024
LIDC-IDRI-0003_R_2.nii.gz,0.5,5,fixed,-500,3,3,0.6282581944289071
LIDC-IDRI-0003_R_2.nii.gz,0.5,5,fixed,-400,0,0,0.5617601339232333
LIDC-IDRI-0003_R_2.nii.gz,0.5,5,fixed,-400,0,2,0.5624925390951414
LIDC-IDRI-0003_R_2.nii.gz,0.5,5,fixed,-400,0,3,0.5635345956889365
LIDC-IDRI-0003_R_2.nii.gz,0.5,5,fixed,-400,2,0,0.55835734870317
LIDC-IDRI-0003_R_2.nii.gz,0.5,5,fixed,-400,2,2,0.5592712453553877
LIDC-IDRI-0003_R_2.nii.gz,0.5,5,fixed,-400,2,3,0.5603252421379887
LIDC-IDRI-0003_R_2.nii.gz,0.5,5,fixed,-400,3,0,0.5489004981168752
LIDC-IDRI-0003_R_2.nii.gz,0.5,5,fixed,-400,3,2,0.5484340859431901
LIDC-IDRI-0003_R_2.nii.gz,0.5,5,fixed,-400,3,3,0.5487864077669903
LIDC-IDRI-0003_R_2.nii.gz,0.5,5,fixed,-300,0,0,0.4895991882293252
LIDC-IDRI-0003_R_2.nii.gz,0.5,5,fixed,-300,0,2,0.4895991882293252
LIDC-IDRI-0003_R_2.nii.gz,0.5,5,fixed,-300,0,3,0.4899822470200355
LIDC-IDRI-0003_R_2.nii.gz,0.5,5,fixed,-300,2,0,0.48862914496252063
LIDC-IDRI-0003_R_2.nii.gz,0.5,5,fixed,-300,2,2,0.48862914496252063
LIDC-IDRI-0003_R_2.nii.gz,0.5,5,fixed,-300,2,3,0.4890130826876667
LIDC-IDRI-0003_R_2.nii.gz,0.5,5,fixed,-300,3,0,0.4760682663929167
LIDC-IDRI-0003_R_2.nii.gz,0.5,5,fixed,-300,3,2,0.4760682663929167
LIDC-IDRI-0003_R_2.nii.gz,0.5,5,fixed,-300,3,3,0.47685007053995127
LIDC-IDRI-0003_R_2.nii.gz,1.0,1,otsu,-528,0,0,0.706468653443636
LIDC-IDRI-0003_R_2.nii.gz,1.0,1,otsu,-528,0,2,0.7054733286977253
LIDC-IDRI-0003_R_2.nii.gz,1.0,1,otsu,-528,0,3,0.6981924767953102
LIDC-IDRI-0003_R_2.nii.gz,1.0,1,otsu,-528,2,0,0.7128412537917088
LIDC-IDRI-0003_R_2.nii.gz,1.0,1,otsu,-528,2,2,0.7122403710425489
LIDC-IDRI-0003_R_2.nii.gz,1.0,1,otsu,-528,2,3,0.7049245432883241
LIDC-IDRI-0003_R_2.nii.gz,1.0,1,otsu,-528,3,0,0.7068498854882366
LIDC-IDRI-0003_R_2.nii.gz,1.0,1,otsu,-528,3,2,0.7065905552672548
LIDC-IDRI-0003_R_2.nii.gz,1.0,1,otsu,-528,3,3,0.7003484320557491
LIDC-IDRI-0003_R_2.nii.gz,1.0,1,fixed,-500,0,0,0.6878612716763006
LIDC-IDRI-0003_R_2.nii.gz,1.0,1,fixed,-500,0,2,0.6867544220485396
LIDC-IDRI-0003_R_2.nii.gz,1.0,1,fixed,-500,0,3,0.6817581971373464
LIDC-IDRI-0003_R_2.nii.gz,1.0,1,fixed,-500,2,0,0.6901452607377991
LIDC-IDRI-0003_R_2.nii.gz,1.0,1,fixed,-500,2,2,0.6889583333333333
LIDC-IDRI-0003_R_2.nii.gz,1.0,1,fixed,-500,2,3,0.6849145914797283
LIDC-IDRI-0003_R_2.nii.gz,1.0,1,fixed,-500,3,0,0.6835388739946381
LIDC-IDRI-0003_R_2.nii.gz,1.0,1,fixed,-500,3,2,0.6824158204168894
LIDC-IDRI-0003_R_2.nii.gz,1.0,1,fixed,-500,3,3,0.678654537761794
LIDC-IDRI-0003_R_2.nii.gz,1.0,1,fixed,-400,0,0,0.6087352138307552
LIDC-IDRI-0003_R_2.nii.gz,1.0,1,fixed,-400,0,2,0.6083900226757369
LIDC-IDRI-0003_R_2.nii.gz,1.0,1,fixed,-400,0,3,0.6094894624140651
LIDC-IDRI-0003_R_2.nii.gz,1.0,1,fixed,-400,2,0,0.6070895950441666
LIDC-IDRI-0003_R_2.nii.gz,1.0,1,fixed,-400,2,2,0.606677338211754
LIDC-IDRI-0003_R_2.nii.gz,1.0,1,fixed,-400,2,3,0.6081419149420059
LIDC-IDRI-0003_R_2.nii.gz,1.0,1,fixed,-400,3,0,0.5931826168443247
LIDC-IDRI-0003_R_2.nii.gz,1.0,1,fixed,-400,3,2,0.5928178734354895
LIDC-IDRI-0003_R_2.nii.gz,1.0,1,fixed,-400,3,3,0.5935860058309038
LIDC-IDRI-0003_R_2.nii.gz,1.0,1,fixed,-300,0,0,0.5117778328787503
LIDC-IDRI-0003_R_2.nii.gz,1.0,1,fixed,-300,0,2,0.5119504643962848
LIDC-IDRI-0003_R_2.nii.gz,1.0,1,fixed,-300,0,3,0.5154435384235236
LIDC-IDRI-0003_R_2.nii.gz,1.0,1,fixed,-300,2,0,0.5075596651255779
LIDC-IDRI-0003_R_2.nii.gz,1.0,1,fixed,-300,2,2,0.5077461269365318
LIDC-IDRI-0003_R_2.nii.gz,1.0,1,fixed,-300,2,3,0.5090500561727624
LIDC-IDRI-0003_R_2.nii.gz,1.0,1,fixed,-300,3,0,0.4898270600203459
LIDC-IDRI-0003_R_2.nii.gz,1.0,1,fixed,-300,3,2,0.49001907183725363
LIDC-IDRI-0003_R_2.nii.gz,1.0,1,fixed,-300,3,3,0.4904029490275836
LIDC-IDRI-0003_R_2.nii.gz,1.0,3,otsu,-530,0,0,0.7053199064184722
LIDC-IDRI-0003_R_2.nii.gz,1.0,3,otsu,-530,0,2,0.7036623719184336
LIDC-IDRI-0003_R_2.nii.gz,1.0,3,otsu,-530,0,3,0.6968154137965459
LIDC-IDRI-0003_R_2.nii.gz,1.0,3,otsu,-530,2,0,0.705942728112491
LIDC-IDRI-0003_R_2.nii.gz,1.0,3,otsu,-530,2,2,0.7041359541359541
LIDC-IDRI-0003_R_2.nii.gz,1.0,3,otsu,-530,2,3,0.6965906798466814
LIDC-IDRI-0003_R_2.nii.gz,1.0,3,otsu,-530,3,0,0.7014972254214218
LIDC-IDRI-0003_R_2.nii.gz,1.0,3,otsu,-530,3,2,0.6998850934921133
LIDC-IDRI-0003_R_2.nii.gz,1.0,3,otsu,-530,3,3,0.692537929610899
LIDC-IDRI-0003_R_2.nii.gz,1.0,3,fixed,-500,0,0,0.6825564226956339
LIDC-IDRI-0003_R_2.nii.gz,1.0,3,fixed,-500,0,2,0.6813926580414431
LIDC-IDRI-0003_R_2.nii.gz,1.0,3,fixed,-500,0,3,0.6766604205704768
LIDC-IDRI-0003_R_2.nii.gz,1.0,3,fixed,-500,2,0,0.6837189556357461
LIDC-IDRI-0003_R_2.nii.gz,1.0,3,fixed,-500,2,2,0.6826119166049317
LIDC-IDRI-0003_R_2.nii.gz,1.0,3,fixed,-500,2,3,0.6779803058872826
LIDC-IDRI-0003_R_2.nii.gz,1.0,3,fixed,-500,3,0,0.6738777717685235
LIDC-IDRI-0003_R_2.nii.gz,1.0,3,fixed,-500,3,2,0.6728548300053967
LIDC-IDRI-0003_R_2.nii.gz,1.0,3,fixed,-500,3,3,0.6685909771220868
LIDC-IDRI-0003_R_2.nii.gz,1.0,3,fixed,-400,0,0,0.59736355226642
LIDC-IDRI-0003_R_2.nii.gz,1.0,3,fixed,-400,0,2,0.5965155186338987
LIDC-IDRI-0003_R_2.nii.gz,1.0,3,fixed,-400,0,3,0.5970594991959568
LIDC-IDRI-0003_R_2.nii.gz,1.0,3,fixed,-400,2,0,0.59465737514518
LIDC-IDRI-0003_R_2.nii.gz,1.0,3,fixed,-400,2,2,0.5941121928604544
LIDC-IDRI-0003_R_2.nii.gz,1.0,3,fixed,-400,2,3,0.5946008306414398
LIDC-IDRI-0003_R_2.nii.gz,1.0,3,fixed,-400,3,0,0.5850950749970474
LIDC-IDRI-0003_R_2.nii.gz,1.0,3,fixed,-400,3,2,0.58435438265787
LIDC-IDRI-0003_R_2.nii.gz,1.0,3,fixed,-400,3,3,0.5843911612599906
LIDC-IDRI-0003_R_2.nii.gz,1.0,3,fixed,-300,0,0,0.49665952350939113
LIDC-IDRI-0003_R_2.nii.gz,1.0,3,fixed,-300,0,2,0.49684900428535417
LIDC-IDRI-0003_R_2.nii.gz,1.0,3,fixed,-300,0,3,0.4976064499874024
LIDC-IDRI-0003_R_2.nii.gz,1.0,3,fixed,-300,2,0,0.4927205975439929
LIDC-IDRI-0003_R_2.nii.gz,1.0,3,fixed,-300,2,2,0.49291139240506326
LIDC-IDRI-0003_R_2.nii.gz,1.0,3,fixed,-300,2,3,0.49291139240506326
LIDC-IDRI-0003_R_2.nii.gz,1.0,3,fixed,-300,3,0,0.4788515765188413
LIDC-IDRI-0003_R_2.nii.gz,1.0,3,fixed,-300,3,2,0.4790465205690119
LIDC-IDRI-0003_R_2.nii.gz,1.0,3,fixed,-300,3,3,0.4790465205690119
LIDC-IDRI-0003_R_2.nii.gz,1.0,5,otsu,-540,0,0,0.68349150067786
LIDC-IDRI-0003_R_2.nii.gz,1.0,5,otsu,-540,0,2,0.6826372252890324
LIDC-IDRI-0003_R_2.nii.gz,1.0,5,otsu,-540,0,3,0.6801284042663353
LIDC-IDRI-0003_R_2.nii.gz,1.0,5,otsu,-540,2,0,0.6820228248350958
LIDC-IDRI-0003_R_2.nii.gz,1.0,5,otsu,-540,2,2,0.6811669978040364
LIDC-IDRI-0003_R_2.nii.gz,1.0,5,otsu,-540,2,3,0.6786643087485696
LIDC-IDRI-0003_R_2.nii.gz,1.0,5,otsu,-540,3,0,0.6747881355932204
LIDC-IDRI-0003_R_2.nii.gz,1.0,5,otsu,-540,3,2,0.6742119737677174
LIDC-IDRI-0003_R_2.nii.gz,1.0,5,otsu,-540,3,3,0.671578947368421
LIDC-IDRI-0003_R_2.nii.gz,1.0,5,fixed,-500,0,0,0.6528170546008266
LIDC-IDRI-0003_R_2.nii.gz,1.0,5,fixed,-500,0,2,0.6523297491039427
LIDC-IDRI-0003_R_2.nii.gz,1.0,5,fixed,-500,0,3,0.6502815071459507
LIDC-IDRI-0003_R_2.nii.gz,1.0,5,fixed,-500,2,0,0.6519891008174387
LIDC-IDRI-0003_R_2.nii.gz,1.0,5,fixed,-500,2,2,0.651501959077057
LIDC-IDRI-0003_R_2.nii.gz,1.0,5,fixed,-500,2,3,0.6494520993815776
LIDC-IDRI-0003_R_2.nii.gz,1.0,5,fixed,-500,3,0,0.6468262683944652
LIDC-IDRI-0003_R_2.nii.gz,1.0,5,fixed,-500,3,2,0.6464070213933077
LIDC-IDRI-0003_R_2.nii.gz,1.0,5,fixed,-500,3,3,0.6443569553805775
LIDC-IDRI-0003_R_2.nii.gz,1.0,5,fixed,-400,0,0,0.5631114292531615
LIDC-IDRI-0003_R_2.nii.gz,1.0,5,fixed,-400,0,2,0.56223942823109
LIDC-IDRI-0003_R_2.nii.gz,1.0,5,fixed,-400,0,3,0.5622623574144486
LIDC-IDRI-0003_R_2.nii.gz,1.0,5,fixed,-400,2,0,0.5593098490294752
LIDC-IDRI-0003_R_2.nii.gz,1.0,5,fixed,-400,2,2,0.5585456285133358
LIDC-IDRI-0003_R_2.nii.gz,1.0,5,fixed,-400,2,3,0.558644553155948
LIDC-IDRI-0003_R_2.nii.gz,1.0,5,fixed,-400,3,0,0.552007740686986
LIDC-IDRI-0003_R_2.nii.gz,1.0,5,fixed,-400,3,2,0.550983468082539
LIDC-IDRI-0003_R_2.nii.gz,1.0,5,fixed,-400,3,3,0.5516327268345583
LIDC-IDRI-0003_R_2.nii.gz,1.0,5,fixed,-300,0,0,0.45281543274244
LIDC-IDRI-0003_R_2.nii.gz,1.0,5,fixed,-300,0,2,0.45281543274244
LIDC-IDRI-0003_R_2.nii.gz,1.0,5,fixed,-300,0,3,0.45321866041178005
LIDC-IDRI-0003_R_2.nii.gz,1.0,5,fixed,-300,2,0,0.45011115470119
LIDC-IDRI-0003_R_2.nii.gz,1.0,5,fixed,-300,2,2,0.45011115470119
LIDC-IDRI-0003_R_2.nii.gz,1.0,5,fixed,-300,2,3,0.4505164073735129
LIDC-IDRI-0003_R_2.nii.gz,1.0,5,fixed,-300,3,0,0.4370301991296321
LIDC-IDRI-0003_R_2.nii.gz,1.0,5,fixed,-300,3,2,0.4370301991296321
LIDC-IDRI-0003_R_2.nii.gz,1.0,5,fixed,-300,3,3,0.43744232036914965
LIDC-IDRI-0003_R_2.nii.gz,2.0,1,otsu,-585,0,0,0.7485454545454545
LIDC-IDRI-0003_R_2.nii.gz,2.0,1,otsu,-585,0,2,0.7466908431550318
LIDC-IDRI-0003_R_2.nii.gz,2.0,1,otsu,-585,0,3,0.739477699003859
LIDC-IDRI-0003_R_2.nii.gz,2.0,1,otsu,-585,2,0,0.7479719259866922
LIDC-IDRI-0003_R_2.nii.gz,2.0,1,otsu,-585,2,2,0.7461139896373057
LIDC-IDRI-0003_R_2.nii.gz,2.0,1,otsu,-585,2,3,0.7388878891488213
LIDC-IDRI-0003_R_2.nii.gz,2.0,1,otsu,-585,3,0,0.7470079175105874
LIDC-IDRI-0003_R_2.nii.gz,2.0,1,otsu,-585,3,2,0.7451340433345575
LIDC-IDRI-0003_R_2.nii.gz,2.0,1,otsu,-585,3,3,0.7379805507588839
LIDC-IDRI-0003_R_2.nii.gz,2.0,1,fixed,-500,0,0,0.6875260742594911
LIDC-IDRI-0003_R_2.nii.gz,2.0,1,fixed,-500,0,2,0.6857380630396338
LIDC-IDRI-0003_R_2.nii.gz,2.0,1,fixed,-500,0,3,0.6761602294846839
LIDC-IDRI-0003_R_2.nii.gz,2.0,1,fixed,-500,2,0,0.6867293625914316
LIDC-IDRI-0003_R_2.nii.gz,2.0,1,fixed,-500,2,2,0.6849400729546639
LIDC-IDRI-0003_R_2.nii.gz,2.0,1,fixed,-500,2,3,0.6753566663245407
LIDC-IDRI-0003_R_2.nii.gz,2.0,1,fixed,-500,3,0,0.6815172848586739
LIDC-IDRI-0003_R_2.nii.gz,2.0,1,fixed,-500,3,2,0.6797317124292601
LIDC-IDRI-0003_R_2.nii.gz,2.0,1,fixed,-500,3,3,0.6699019101703666
LIDC-IDRI-0003_R_2.nii.gz,2.0,1,fixed,-400,0,0,0.5657674862735736
LIDC-IDRI-0003_R_2.nii.gz,2.0,1,fixed,-400,0,2,0.5644259369422963
LIDC-IDRI-0003_R_2.nii.gz,2.0,1,fixed,-400,0,3,0.5611544830849302
LIDC-IDRI-0003_R_2.nii.gz,2.0,1,fixed,-400,2,0,0.5646608445986362
LIDC-IDRI-0003_R_2.nii.gz,2.0,1,fixed,-400,2,2,0.5631855030996662
LIDC-IDRI-0003_R_2.nii.gz,2.0,1,fixed,-400,2,3,0.5599146616095768
LIDC-IDRI-0003_R_2.nii.gz,2.0,1,fixed,-400,3,0,0.5566960512015457
LIDC-IDRI-0003_R_2.nii.gz,2.0,1,fixed,-400,3,2,0.5544340302811824
LIDC-IDRI-0003_R_2.nii.gz,2.0,1,fixed,-400,3,3,0.5515346948525021
LIDC-IDRI-0003_R_2.nii.gz,2.0,1,fixed,-300,0,0,0.3993519643580397
LIDC-IDRI-0003_R_2.nii.gz,2.0,1,fixed,-300,0,2,0.3993519643580397
LIDC-IDRI-0003_R_2.nii.gz,2.0,1,fixed,-300,0,3,0.3993519643580397
LIDC-IDRI-0003_R_2.nii.gz,2.0,1,fixed,-300,2,0,0.39702300405953994
LIDC-IDRI-0003_R_2.nii.gz,2.0,1,fixed,-300,2,2,0.39702300405953994
LIDC-IDRI-0003_R_2.nii.gz,2.0,1,fixed,-300,2,3,0.39702300405953994
LIDC-IDRI-0003_R_2.nii.gz,2.0,1,fixed,-300,3,0,0.38125170811697184
LIDC-IDRI-0003_R_2.nii.gz,2.0,1,fixed,-300,3,2,0.38125170811697184
LIDC-IDRI-0003_R_2.nii.gz,2.0,1,fixed,-300,3,3,0.38125170811697184
LIDC-IDRI-0003_R_2.nii.gz,2.0,3,otsu,-588,0,0,0.7424724824888566
LIDC-IDRI-0003_R_2.nii.gz,2.0,3,otsu,-588,0,2,0.7409222948438635
LIDC-IDRI-0003_R_2.nii.gz,2.0,3,otsu,-588,0,3,0.735543145379211
LIDC-IDRI-0003_R_2.nii.gz,2.0,3,otsu,-588,2,0,0.742283105022831
LIDC-IDRI-0003_R_2.nii.gz,2.0,3,otsu,-588,2,2,0.740659741206488
LIDC-IDRI-0003_R_2.nii.gz,2.0,3,otsu,-588,2,3,0.7350334599385061
LIDC-IDRI-0003_R_2.nii.gz,2.0,3,otsu,-588,3,0,0.7412445996874713
LIDC-IDRI-0003_R_2.nii.gz,2.0,3,otsu,-588,3,2,0.7397486469131273
LIDC-IDRI-0003_R_2.nii.gz,2.0,3,otsu,-588,3,3,0.7344262295081967
LIDC-IDRI-0003_R_2.nii.gz,2.0,3,fixed,-500,0,0,0.6775887418609536
LIDC-IDRI-0003_R_2.nii.gz,2.0,3,fixed,-500,0,2,0.6760268231349539
LIDC-IDRI-0003_R_2.nii.gz,2.0,3,fixed,-500,0,3,0.6676312525837123
LIDC-IDRI-0003_R_2.nii.gz,2.0,3,fixed,-500,2,0,0.6765666140073723
